state,s_code,code,s_district,s_municipality
Rheinland-Pfalz,071405004067,07140067,"Kirchberg (Hunsrück), Stadt",Kirchberg (Hunsrück)
Rheinland-Pfalz,071405004071,07140071,Kludenbach,Kirchberg (Hunsrück)
Rheinland-Pfalz,071405004081,07140081,Laufersweiler,Kirchberg (Hunsrück)
Rheinland-Pfalz,071405004082,07140082,Lautzenhausen,Kirchberg (Hunsrück)
Rheinland-Pfalz,071405004086,07140086,Lindenschied,Kirchberg (Hunsrück)
Rheinland-Pfalz,071405004090,07140090,Maitzborn,Kirchberg (Hunsrück)
Rheinland-Pfalz,071405004094,07140094,Metzenhausen,Kirchberg (Hunsrück)
Rheinland-Pfalz,071405004105,07140105,Nieder Kostenz,Kirchberg (Hunsrück)
Rheinland-Pfalz,071405004107,07140107,Niedersohren,Kirchberg (Hunsrück)
Rheinland-Pfalz,071405004109,07140109,Niederweiler,Kirchberg (Hunsrück)
Rheinland-Pfalz,071405004111,07140111,Ober Kostenz,Kirchberg (Hunsrück)
Rheinland-Pfalz,071405004120,07140120,Raversbeuren,Kirchberg (Hunsrück)
Rheinland-Pfalz,071405004122,07140122,Reckershausen,Kirchberg (Hunsrück)
Rheinland-Pfalz,071405004128,07140128,Rödelhausen,Kirchberg (Hunsrück)
Rheinland-Pfalz,071405004129,07140129,Rödern,Kirchberg (Hunsrück)
Rheinland-Pfalz,071405004130,07140130,Rohrbach,Kirchberg (Hunsrück)
Rheinland-Pfalz,071405004135,07140135,Schlierschied,Kirchberg (Hunsrück)
Rheinland-Pfalz,071405004141,07140141,Schwarzen,Kirchberg (Hunsrück)
Rheinland-Pfalz,071405004145,07140145,Sohren,Kirchberg (Hunsrück)
Rheinland-Pfalz,071405004146,07140146,Sohrschied,Kirchberg (Hunsrück)
Rheinland-Pfalz,071405004151,07140151,Todenroth,Kirchberg (Hunsrück)
Rheinland-Pfalz,071405004154,07140154,Unzenberg,Kirchberg (Hunsrück)
Rheinland-Pfalz,071405004159,07140159,Wahlenau,Kirchberg (Hunsrück)
Rheinland-Pfalz,071405004163,07140163,Womrath,Kirchberg (Hunsrück)
Rheinland-Pfalz,071405004164,07140164,Woppenroth,Kirchberg (Hunsrück)
Rheinland-Pfalz,071405004165,07140165,Würrich,Kirchberg (Hunsrück)
Rheinland-Pfalz,071405008,,Verbandsgemeindeverwaltung Simmern-Rheinböllen,Simmern / Hunsrück
Rheinland-Pfalz,071405008002,07140002,Altweidelbach,Simmern / Hunsrück
Rheinland-Pfalz,071405008003,07140003,Argenthal,Simmern / Hunsrück
Rheinland-Pfalz,071405008008,07140008,Belgweiler,Simmern / Hunsrück
Rheinland-Pfalz,071405008011,07140011,Benzweiler,Simmern / Hunsrück
Rheinland-Pfalz,071405008012,07140012,Bergenhausen,Simmern / Hunsrück
Rheinland-Pfalz,071405008015,07140015,Biebern,Simmern / Hunsrück
Rheinland-Pfalz,071405008020,07140020,Bubach,Simmern / Hunsrück
Rheinland-Pfalz,071405008023,07140023,Budenbach,Simmern / Hunsrück
Rheinland-Pfalz,071405008027,07140027,Dichtelbach,Simmern / Hunsrück
Rheinland-Pfalz,071405008035,07140035,Ellern (Hunsrück),Simmern / Hunsrück
Rheinland-Pfalz,071405008037,07140037,Erbach,Simmern / Hunsrück
Rheinland-Pfalz,071405008039,07140039,Fronhofen,Simmern / Hunsrück
Rheinland-Pfalz,071405008056,07140056,Holzbach,Simmern / Hunsrück
Rheinland-Pfalz,071405008058,07140058,Horn,Simmern / Hunsrück
Rheinland-Pfalz,071405008065,07140065,Keidelheim,Simmern / Hunsrück
Rheinland-Pfalz,071405008068,07140068,Kisselbach,Simmern / Hunsrück
Rheinland-Pfalz,071405008070,07140070,Klosterkumbd,Simmern / Hunsrück
Rheinland-Pfalz,071405008076,07140076,Külz (Hunsrück),Simmern / Hunsrück
Rheinland-Pfalz,071405008077,07140077,Kümbdchen,Simmern / Hunsrück
Rheinland-Pfalz,071405008079,07140079,Laubach,Simmern / Hunsrück
Rheinland-Pfalz,071405008085,07140085,Liebshausen,Simmern / Hunsrück
Rheinland-Pfalz,071405008092,07140092,Mengerschied,Simmern / Hunsrück
Rheinland-Pfalz,071405008096,07140096,Mörschbach,Simmern / Hunsrück
Rheinland-Pfalz,071405008099,07140099,Mutterschied,Simmern / Hunsrück
Rheinland-Pfalz,071405008100,07140100,Nannhausen,Simmern / Hunsrück
Rheinland-Pfalz,071405008101,07140101,Neuerkirch,Simmern / Hunsrück
Rheinland-Pfalz,071405008106,07140106,Niederkumbd,Simmern / Hunsrück
Rheinland-Pfalz,071405008113,07140113,Ohlweiler,Simmern / Hunsrück
Rheinland-Pfalz,071405008115,07140115,Oppertshausen,Simmern / Hunsrück
Rheinland-Pfalz,071405008118,07140118,Pleizenhausen,Simmern / Hunsrück
Rheinland-Pfalz,071405008119,07140119,Ravengiersburg,Simmern / Hunsrück
Rheinland-Pfalz,071405008121,07140121,Rayerschied,Simmern / Hunsrück
Rheinland-Pfalz,071405008123,07140123,Reich,Simmern / Hunsrück
Rheinland-Pfalz,071405008125,07140125,"Rheinböllen, Stadt",Simmern / Hunsrück
Rheinland-Pfalz,071405008126,07140126,Riegenroth,Simmern / Hunsrück
Rheinland-Pfalz,071405008127,07140127,Riesweiler,Simmern / Hunsrück
Rheinland-Pfalz,071405008134,07140134,Sargenroth,Simmern / Hunsrück
Rheinland-Pfalz,071405008138,07140138,Schnorbach,Simmern / Hunsrück
Rheinland-Pfalz,071405008139,07140139,Schönborn,Simmern / Hunsrück
Rheinland-Pfalz,071405008144,07140144,"Simmern/ Hunsrück, Stadt",Simmern / Hunsrück
Rheinland-Pfalz,071405008148,07140148,Steinbach,Simmern / Hunsrück
Rheinland-Pfalz,071405008150,07140150,Tiefenbach,Simmern / Hunsrück
Rheinland-Pfalz,071405008158,07140158,Wahlbach,Simmern / Hunsrück
Rheinland-Pfalz,071405008166,07140166,Wüschheim,Simmern / Hunsrück
Rheinland-Pfalz,071405009,,Verbandsgemeindeverwaltung Hunsrück-Mittelrhein,Emmelshausen
Rheinland-Pfalz,071405009005,07140005,Badenhard,Emmelshausen
Rheinland-Pfalz,071405009014,07140014,Bickenbach,Emmelshausen
Rheinland-Pfalz,071405009016,07140016,Birkheim,Emmelshausen
Rheinland-Pfalz,071405009025,07140025,Damscheid,Emmelshausen
Rheinland-Pfalz,071405009031,07140031,Dörth,Emmelshausen
Rheinland-Pfalz,071405009036,07140036,"Emmelshausen, Stadt",Emmelshausen
Rheinland-Pfalz,071405009043,07140043,Gondershausen,Emmelshausen
Rheinland-Pfalz,071405009045,07140045,Halsenbach,Emmelshausen
Rheinland-Pfalz,071405009047,07140047,Hausbay,Emmelshausen
Rheinland-Pfalz,071405009060,07140060,Hungenroth,Emmelshausen
Rheinland-Pfalz,071405009063,07140063,Karbach,Emmelshausen
Rheinland-Pfalz,071405009075,07140075,Kratzenburg,Emmelshausen
Rheinland-Pfalz,071405009080,07140080,Laudert,Emmelshausen
Rheinland-Pfalz,071405009084,07140084,Leiningen,Emmelshausen
Rheinland-Pfalz,071405009087,07140087,Lingerhahn,Emmelshausen
Rheinland-Pfalz,071405009089,07140089,Maisborn,Emmelshausen
Rheinland-Pfalz,071405009093,07140093,Mermuth,Emmelshausen
Rheinland-Pfalz,071405009098,07140098,Mühlpfad,Emmelshausen
Rheinland-Pfalz,071405009102,07140102,Ney,Emmelshausen
Rheinland-Pfalz,071405009104,07140104,Niederburg,Emmelshausen
Rheinland-Pfalz,071405009108,07140108,Niedert,Emmelshausen
Rheinland-Pfalz,071405009110,07140110,Norath,Emmelshausen
Rheinland-Pfalz,071405009112,07140112,"Oberwesel, Stadt",Emmelshausen
Rheinland-Pfalz,071405009116,07140116,Perscheid,Emmelshausen
Rheinland-Pfalz,071405009117,07140117,Pfalzfeld,Emmelshausen
Rheinland-Pfalz,071405009133,07140133,"Sankt Goar, Stadt",Emmelshausen
Rheinland-Pfalz,071405009140,07140140,Schwall,Emmelshausen
Rheinland-Pfalz,071405009149,07140149,Thörlingen,Emmelshausen
Rheinland-Pfalz,071405009155,07140155,Urbar,Emmelshausen
Rheinland-Pfalz,071405009156,07140156,Utzenhain,Emmelshausen
Rheinland-Pfalz,071405009161,07140161,Wiebelsheim,Emmelshausen
Rheinland-Pfalz,071405009201,07140201,Beulich,Emmelshausen
Rheinland-Pfalz,071405009205,07140205,Morshausen,Emmelshausen
Rheinland-Pfalz,07141,,Rhein-Lahn-Kreis,Bad Ems
Rheinland-Pfalz,071410075075,07141075,"Lahnstein, Stadt",Lahnstein
Rheinland-Pfalz,071415003,,Verbandsgemeindeverwaltung Diez,Diez
Rheinland-Pfalz,071415003002,07141002,Altendiez,Diez
Rheinland-Pfalz,071415003005,07141005,Aull,Diez
Rheinland-Pfalz,071415003014,07141014,Birlenbach,Diez
Rheinland-Pfalz,071415003021,07141021,Charlottenberg,Diez
Rheinland-Pfalz,071415003022,07141022,Cramberg,Diez
Rheinland-Pfalz,071415003029,07141029,"Diez, Stadt",Diez
Rheinland-Pfalz,071415003030,07141030,Dörnberg,Diez
Rheinland-Pfalz,071415003038,07141038,Eppenrod,Diez
Rheinland-Pfalz,071415003045,07141045,Geilnau,Diez
Rheinland-Pfalz,071415003049,07141049,Gückingen,Diez
Rheinland-Pfalz,071415003052,07141052,Hambach,Diez
Rheinland-Pfalz,071415003053,07141053,Heistenbach,Diez
Rheinland-Pfalz,071415003057,07141057,Hirschberg,Diez
Rheinland-Pfalz,071415003059,07141059,Holzappel,Diez
Rheinland-Pfalz,071415003061,07141061,Holzheim,Diez
Rheinland-Pfalz,071415003062,07141062,Horhausen,Diez
Rheinland-Pfalz,071415003064,07141064,Isselbach,Diez
Rheinland-Pfalz,071415003076,07141076,Langenscheid,Diez
Rheinland-Pfalz,071415003077,07141077,Laurenburg,Diez
Rheinland-Pfalz,071415003124,07141124,Scheidt,Diez
Rheinland-Pfalz,071415003130,07141130,Steinsberg,Diez
Rheinland-Pfalz,071415003133,07141133,Wasenbach,Diez
Rheinland-Pfalz,071415003503,07141503,Balduinstein,Diez
Rheinland-Pfalz,071415007,,Verbandsgemeindeverwaltung Nastätten,Nastätten
Rheinland-Pfalz,071415007009,07141009,Berg,Nastätten
Rheinland-Pfalz,071415007012,07141012,Bettendorf,Nastätten
Rheinland-Pfalz,071415007015,07141015,Bogel,Nastätten
Rheinland-Pfalz,071415007019,07141019,Buch,Nastätten
Rheinland-Pfalz,071415007035,07141035,Ehr,Nastätten
Rheinland-Pfalz,071415007037,07141037,Endlichhofen,Nastätten
Rheinland-Pfalz,071415007040,07141040,Eschbach,Nastätten
Rheinland-Pfalz,071415007047,07141047,Gemmerich,Nastätten
Rheinland-Pfalz,071415007055,07141055,Himmighofen,Nastätten
Rheinland-Pfalz,071415007060,07141060,Holzhausen an der Haide,Nastätten
Rheinland-Pfalz,071415007063,07141063,Hunzel,Nastätten
Rheinland-Pfalz,071415007067,07141067,Kasdorf,Nastätten
Rheinland-Pfalz,071415007070,07141070,Kehlbach,Nastätten
Rheinland-Pfalz,071415007078,07141078,Lautert,Nastätten
Rheinland-Pfalz,071415007080,07141080,Lipporn,Nastätten
Rheinland-Pfalz,071415007084,07141084,Marienfels,Nastätten
Rheinland-Pfalz,071415007085,07141085,Miehlen,Nastätten
Rheinland-Pfalz,071415007092,07141092,"Nastätten, Stadt",Nastätten
Rheinland-Pfalz,071415007094,07141094,Niederbachheim,Nastätten
Rheinland-Pfalz,071415007097,07141097,Niederwallmenach,Nastätten
Rheinland-Pfalz,071415007100,07141100,Oberbachheim,Nastätten
Rheinland-Pfalz,071415007104,07141104,Obertiefenbach,Nastätten
Rheinland-Pfalz,071415007105,07141105,Oberwallmenach,Nastätten
Rheinland-Pfalz,071415007107,07141107,Oelsberg,Nastätten
Rheinland-Pfalz,071415007110,07141110,Hainau,Nastätten
Rheinland-Pfalz,071415007116,07141116,Rettershain,Nastätten
Rheinland-Pfalz,071415007120,07141120,Ruppertshofen,Nastätten
Rheinland-Pfalz,071415007131,07141131,Strüth,Nastätten
Rheinland-Pfalz,071415007134,07141134,Weidenbach,Nastätten
Rheinland-Pfalz,071415007137,07141137,Welterod,Nastätten
Rheinland-Pfalz,071415007140,07141140,Winterwerb,Nastätten
Rheinland-Pfalz,071415007502,07141502,Diethardt,Nastätten
Rheinland-Pfalz,071415009,,Verbandsgemeindeverwaltung Loreley,Sankt Goarshausen
Rheinland-Pfalz,071415009004,07141004,Auel,Sankt Goarshausen
Rheinland-Pfalz,071415009016,07141016,Bornich,Sankt Goarshausen
Rheinland-Pfalz,071415009023,07141023,Dachsenhausen,Sankt Goarshausen
Rheinland-Pfalz,071415009024,07141024,Dahlheim,Sankt Goarshausen
Rheinland-Pfalz,071415009031,07141031,Dörscheid,Sankt Goarshausen
Rheinland-Pfalz,071415009042,07141042,Filsen,Sankt Goarshausen
Rheinland-Pfalz,071415009066,07141066,Kamp-Bornhofen,Sankt Goarshausen
Rheinland-Pfalz,071415009069,07141069,"Kaub, Stadt",Sankt Goarshausen
Rheinland-Pfalz,071415009072,07141072,Kestert,Sankt Goarshausen
Rheinland-Pfalz,071415009079,07141079,Lierschied,Sankt Goarshausen
Rheinland-Pfalz,071415009083,07141083,Lykershausen,Sankt Goarshausen
Rheinland-Pfalz,071415009099,07141099,Nochern,Sankt Goarshausen
Rheinland-Pfalz,071415009108,07141108,Osterspai,Sankt Goarshausen
Rheinland-Pfalz,071415009109,07141109,Patersberg,Sankt Goarshausen
Rheinland-Pfalz,071415009112,07141112,Prath,Sankt Goarshausen
Rheinland-Pfalz,071415009114,07141114,Reichenberg,Sankt Goarshausen
Rheinland-Pfalz,071415009115,07141115,Reitzenhain,Sankt Goarshausen
Rheinland-Pfalz,071415009121,07141121,"Sankt Goarshausen, Loreleystadt, Stadt",Sankt Goarshausen
Rheinland-Pfalz,071415009122,07141122,Sauerthal,Sankt Goarshausen
Rheinland-Pfalz,071415009136,07141136,Weisel,Sankt Goarshausen
Rheinland-Pfalz,071415009138,07141138,Weyer,Sankt Goarshausen
Rheinland-Pfalz,071415009501,07141501,"Braubach, Stadt",Sankt Goarshausen
Rheinland-Pfalz,071415010,,Verbandsgemeindeverwaltung Bad Ems-Nassau,Bad Ems
Rheinland-Pfalz,071415010003,07141003,Attenhausen,Bad Ems
Rheinland-Pfalz,071415010006,07141006,"Bad Ems, Stadt",Bad Ems
Rheinland-Pfalz,071415010008,07141008,Becheln,Bad Ems
Rheinland-Pfalz,071415010025,07141025,Dausenau,Bad Ems
Rheinland-Pfalz,071415010026,07141026,Dessighofen,Bad Ems
Rheinland-Pfalz,071415010027,07141027,Dienethal,Bad Ems
Rheinland-Pfalz,071415010033,07141033,Dornholzhausen,Bad Ems
Rheinland-Pfalz,071415010041,07141041,Fachbach,Bad Ems
Rheinland-Pfalz,071415010044,07141044,Frücht,Bad Ems
Rheinland-Pfalz,071415010046,07141046,Geisig,Bad Ems
Rheinland-Pfalz,071415010058,07141058,Hömberg,Bad Ems
Rheinland-Pfalz,071415010071,07141071,Kemmenau,Bad Ems
Rheinland-Pfalz,071415010082,07141082,Lollschied,Bad Ems
Rheinland-Pfalz,071415010086,07141086,Miellen,Bad Ems
Rheinland-Pfalz,071415010087,07141087,Misselberg,Bad Ems
Rheinland-Pfalz,071415010091,07141091,"Nassau, Stadt",Bad Ems
Rheinland-Pfalz,071415010098,07141098,Nievern,Bad Ems
Rheinland-Pfalz,071415010103,07141103,Obernhof,Bad Ems
Rheinland-Pfalz,071415010106,07141106,Oberwies,Bad Ems
Rheinland-Pfalz,071415010111,07141111,Pohl,Bad Ems
Rheinland-Pfalz,071415010127,07141127,Schweighausen,Bad Ems
Rheinland-Pfalz,071415010128,07141128,Seelbach,Bad Ems
Rheinland-Pfalz,071415010129,07141129,Singhofen,Bad Ems
Rheinland-Pfalz,071415010132,07141132,Sulzbach,Bad Ems
Rheinland-Pfalz,071415010135,07141135,Weinähr,Bad Ems
Rheinland-Pfalz,071415010139,07141139,Winden,Bad Ems
Rheinland-Pfalz,071415010141,07141141,Zimmerschied,Bad Ems
Rheinland-Pfalz,071415010201,07141201,Arzbach,Bad Ems
Rheinland-Pfalz,071415011,,Verbandsgemeindeverwaltung Aar-Einrich,Katzenelnbogen
Rheinland-Pfalz,071415011001,07141001,Allendorf,Katzenelnbogen
Rheinland-Pfalz,071415011010,07141010,Berghausen,Katzenelnbogen
Rheinland-Pfalz,071415011011,07141011,Berndroth,Katzenelnbogen
Rheinland-Pfalz,071415011013,07141013,Biebrich,Katzenelnbogen
Rheinland-Pfalz,071415011018,07141018,Bremberg,Katzenelnbogen
Rheinland-Pfalz,071415011020,07141020,Burgschwalbach,Katzenelnbogen
Rheinland-Pfalz,071415011032,07141032,Dörsdorf,Katzenelnbogen
Rheinland-Pfalz,071415011034,07141034,Ebertshausen,Katzenelnbogen
Rheinland-Pfalz,071415011036,07141036,Eisighofen,Katzenelnbogen
Rheinland-Pfalz,071415011039,07141039,Ergeshausen,Katzenelnbogen
Rheinland-Pfalz,071415011043,07141043,Flacht,Katzenelnbogen
Rheinland-Pfalz,071415011050,07141050,Gutenacker,Katzenelnbogen
Rheinland-Pfalz,071415011051,07141051,Hahnstätten,Katzenelnbogen
Rheinland-Pfalz,071415011054,07141054,Herold,Katzenelnbogen
Rheinland-Pfalz,071415011065,07141065,Kaltenholzhausen,Katzenelnbogen
Rheinland-Pfalz,071415011068,07141068,"Katzenelnbogen, Stadt",Katzenelnbogen
Rheinland-Pfalz,071415011073,07141073,Klingelbach,Katzenelnbogen
Rheinland-Pfalz,071415011074,07141074,Kördorf,Katzenelnbogen
Rheinland-Pfalz,071415011081,07141081,Lohrheim,Katzenelnbogen
Rheinland-Pfalz,071415011088,07141088,Mittelfischbach,Katzenelnbogen
Rheinland-Pfalz,071415011089,07141089,Mudershausen,Katzenelnbogen
Rheinland-Pfalz,071415011093,07141093,Netzbach,Katzenelnbogen
Rheinland-Pfalz,071415011095,07141095,Niederneisen,Katzenelnbogen
Rheinland-Pfalz,071415011096,07141096,Niedertiefenbach,Katzenelnbogen
Rheinland-Pfalz,071415011101,07141101,Oberfischbach,Katzenelnbogen
Rheinland-Pfalz,071415011102,07141102,Oberneisen,Katzenelnbogen
Rheinland-Pfalz,071415011113,07141113,Reckenroth,Katzenelnbogen
Rheinland-Pfalz,071415011117,07141117,Rettert,Katzenelnbogen
Rheinland-Pfalz,071415011118,07141118,Roth,Katzenelnbogen
Rheinland-Pfalz,071415011125,07141125,Schiesheim,Katzenelnbogen
Rheinland-Pfalz,071415011126,07141126,Schönborn,Katzenelnbogen
Rheinland-Pfalz,07143,,Westerwaldkreis,Montabaur
Rheinland-Pfalz,071435001,,Verbandsgemeindeverwaltung Bad Marienberg (Westerwald),Bad Marienberg (Westerwald)
Rheinland-Pfalz,071435001206,07143206,"Bad Marienberg (Westerwald), Stadt",Bad Marienberg (Westerwald)
Rheinland-Pfalz,071435001211,07143211,Bölsberg,Bad Marienberg (Westerwald)
Rheinland-Pfalz,071435001216,07143216,Dreisbach,Bad Marienberg (Westerwald)
Rheinland-Pfalz,071435001222,07143222,Fehl-Ritzhausen,Bad Marienberg (Westerwald)
Rheinland-Pfalz,071435001227,07143227,Großseifen,Bad Marienberg (Westerwald)
Rheinland-Pfalz,071435001231,07143231,Hahn bei Marienberg,Bad Marienberg (Westerwald)
Rheinland-Pfalz,071435001234,07143234,Hardt,Bad Marienberg (Westerwald)
Rheinland-Pfalz,071435001243,07143243,Hof,Bad Marienberg (Westerwald)
Rheinland-Pfalz,071435001248,07143248,Kirburg,Bad Marienberg (Westerwald)
Rheinland-Pfalz,071435001253,07143253,Langenbach bei Kirburg,Bad Marienberg (Westerwald)
Rheinland-Pfalz,071435001255,07143255,Lautzenbrücken,Bad Marienberg (Westerwald)
Rheinland-Pfalz,071435001264,07143264,Mörlen,Bad Marienberg (Westerwald)
Rheinland-Pfalz,071435001270,07143270,Neunkhausen,Bad Marienberg (Westerwald)
Rheinland-Pfalz,071435001277,07143277,Nisterau,Bad Marienberg (Westerwald)
Rheinland-Pfalz,071435001279,07143279,Nistertal,Bad Marienberg (Westerwald)
Rheinland-Pfalz,071435001280,07143280,Norken,Bad Marienberg (Westerwald)
Rheinland-Pfalz,071435001297,07143297,Stockhausen-Illfurth,Bad Marienberg (Westerwald)
Rheinland-Pfalz,071435001300,07143300,Unnau,Bad Marienberg (Westerwald)
Rheinland-Pfalz,071435002,,Verbandsgemeindeverwaltung Hachenburg,Hachenburg
Rheinland-Pfalz,071435002202,07143202,Alpenrod,Hachenburg
Rheinland-Pfalz,071435002204,07143204,Astert,Hachenburg
Rheinland-Pfalz,071435002205,07143205,Atzelgift,Hachenburg
Rheinland-Pfalz,071435002212,07143212,Borod,Hachenburg
Rheinland-Pfalz,071435002215,07143215,Dreifelden,Hachenburg
Rheinland-Pfalz,071435002223,07143223,Gehlert,Hachenburg
Rheinland-Pfalz,071435002225,07143225,Giesenhausen,Hachenburg
Rheinland-Pfalz,071435002229,07143229,"Hachenburg, Stadt",Hachenburg
Rheinland-Pfalz,071435002235,07143235,Hattert,Hachenburg
Rheinland-Pfalz,071435002236,07143236,Heimborn,Hachenburg
Rheinland-Pfalz,071435002240,07143240,Heuzert,Hachenburg
Rheinland-Pfalz,071435002241,07143241,Höchstenbach,Hachenburg
Rheinland-Pfalz,071435002250,07143250,Kroppach,Hachenburg
Rheinland-Pfalz,071435002252,07143252,Kundert,Hachenburg
Rheinland-Pfalz,071435002257,07143257,Limbach,Hachenburg
Rheinland-Pfalz,071435002258,07143258,Linden,Hachenburg
Rheinland-Pfalz,071435002259,07143259,Lochum,Hachenburg
Rheinland-Pfalz,071435002260,07143260,Luckenbach,Hachenburg
Rheinland-Pfalz,071435002261,07143261,Marzhausen,Hachenburg
Rheinland-Pfalz,071435002262,07143262,Merkelbach,Hachenburg
Rheinland-Pfalz,071435002265,07143265,Mörsbach,Hachenburg
Rheinland-Pfalz,071435002267,07143267,Mudenbach,Hachenburg
Rheinland-Pfalz,071435002268,07143268,Mündersbach,Hachenburg
Rheinland-Pfalz,071435002269,07143269,Müschenbach,Hachenburg
Rheinland-Pfalz,071435002276,07143276,Nister,Hachenburg
Rheinland-Pfalz,071435002287,07143287,Roßbach,Hachenburg
Rheinland-Pfalz,071435002294,07143294,Steinebach an der Wied,Hachenburg
Rheinland-Pfalz,071435002296,07143296,Stein-Wingert,Hachenburg
Rheinland-Pfalz,071435002299,07143299,Streithausen,Hachenburg
Rheinland-Pfalz,071435002301,07143301,Wahlrod,Hachenburg
Rheinland-Pfalz,071435002306,07143306,Welkenbach,Hachenburg
Rheinland-Pfalz,071435002310,07143310,Wied,Hachenburg
Rheinland-Pfalz,071435002313,07143313,Winkelbach,Hachenburg
Rheinland-Pfalz,071435003,,Verbandsgemeindeverwaltung Höhr-Grenzhausen,Höhr-Grenzhausen
Rheinland-Pfalz,071435003030,07143030,Hilgert,Höhr-Grenzhausen
Rheinland-Pfalz,071435003031,07143031,Hillscheid,Höhr-Grenzhausen
Rheinland-Pfalz,071435003032,07143032,"Höhr-Grenzhausen, Stadt",Höhr-Grenzhausen
Rheinland-Pfalz,071435003040,07143040,Kammerforst,Höhr-Grenzhausen
Rheinland-Pfalz,071435004,,Verbandsgemeindeverwaltung Montabaur,Montabaur
Rheinland-Pfalz,071435004005,07143005,Boden,Montabaur
Rheinland-Pfalz,071435004008,07143008,Daubach,Montabaur
Rheinland-Pfalz,071435004013,07143013,Eitelborn,Montabaur
Rheinland-Pfalz,071435004020,07143020,Gackenbach,Montabaur
Rheinland-Pfalz,071435004021,07143021,Girod,Montabaur
Rheinland-Pfalz,071435004023,07143023,Görgeshausen,Montabaur
Rheinland-Pfalz,071435004024,07143024,Großholbach,Montabaur
Rheinland-Pfalz,071435004026,07143026,Heilberscheid,Montabaur
Rheinland-Pfalz,071435004027,07143027,Heiligenroth,Montabaur
Rheinland-Pfalz,071435004033,07143033,Holler,Montabaur
Rheinland-Pfalz,071435004034,07143034,Horbach,Montabaur
Rheinland-Pfalz,071435004036,07143036,Hübingen,Montabaur
Rheinland-Pfalz,071435004039,07143039,Kadenbach,Montabaur
Rheinland-Pfalz,071435004048,07143048,"Montabaur, Stadt",Montabaur
Rheinland-Pfalz,071435004051,07143051,Nentershausen,Montabaur
Rheinland-Pfalz,071435004052,07143052,Neuhäusel,Montabaur
Rheinland-Pfalz,071435004053,07143053,Niederelbert,Montabaur
Rheinland-Pfalz,071435004054,07143054,Niedererbach,Montabaur
Rheinland-Pfalz,071435004055,07143055,Nomborn,Montabaur
Rheinland-Pfalz,071435004057,07143057,Oberelbert,Montabaur
Rheinland-Pfalz,071435004065,07143065,Ruppach-Goldhausen,Montabaur
Rheinland-Pfalz,071435004071,07143071,Simmern,Montabaur
Rheinland-Pfalz,071435004072,07143072,Stahlhofen,Montabaur
Rheinland-Pfalz,071435004077,07143077,Untershausen,Montabaur
Rheinland-Pfalz,071435004079,07143079,Welschneudorf,Montabaur
Rheinland-Pfalz,071435005,,Verbandsgemeindeverwaltung Ransbach-Baumbach,Ransbach-Baumbach
Rheinland-Pfalz,071435005001,07143001,Alsbach,Ransbach-Baumbach
Rheinland-Pfalz,071435005006,07143006,Breitenau,Ransbach-Baumbach
Rheinland-Pfalz,071435005007,07143007,Caan,Ransbach-Baumbach
Rheinland-Pfalz,071435005009,07143009,Deesen,Ransbach-Baumbach
Rheinland-Pfalz,071435005038,07143038,Hundsdorf,Ransbach-Baumbach
Rheinland-Pfalz,071435005050,07143050,Nauort,Ransbach-Baumbach
Rheinland-Pfalz,071435005059,07143059,Oberhaid,Ransbach-Baumbach
Rheinland-Pfalz,071435005062,07143062,"Ransbach-Baumbach, Stadt",Ransbach-Baumbach
Rheinland-Pfalz,071435005068,07143068,Sessenbach,Ransbach-Baumbach
Rheinland-Pfalz,071435005082,07143082,Wirscheid,Ransbach-Baumbach
Rheinland-Pfalz,071435005084,07143084,Wittgert,Ransbach-Baumbach
Rheinland-Pfalz,071435006,,Verbandsgemeindeverwaltung Rennerod,Rennerod
Rheinland-Pfalz,071435006214,07143214,Bretthausen,Rennerod
Rheinland-Pfalz,071435006218,07143218,Elsoff (Westerwald),Rennerod
Rheinland-Pfalz,071435006237,07143237,Hellenhahn-Schellenberg,Rennerod
Rheinland-Pfalz,071435006244,07143244,Homberg,Rennerod
Rheinland-Pfalz,071435006245,07143245,Hüblingen,Rennerod
Rheinland-Pfalz,071435006246,07143246,Irmtraut,Rennerod
Rheinland-Pfalz,071435006256,07143256,Liebenscheid,Rennerod
Rheinland-Pfalz,071435006271,07143271,Neunkirchen,Rennerod
Rheinland-Pfalz,071435006272,07143272,Neustadt/ Westerwald,Rennerod
Rheinland-Pfalz,071435006274,07143274,Niederroßbach,Rennerod
Rheinland-Pfalz,071435006278,07143278,Nister-Möhrendorf,Rennerod
Rheinland-Pfalz,071435006282,07143282,Oberrod,Rennerod
Rheinland-Pfalz,071435006283,07143283,Oberroßbach,Rennerod
Rheinland-Pfalz,071435006285,07143285,Rehe,Rennerod
Rheinland-Pfalz,071435006286,07143286,"Rennerod, Stadt",Rennerod
Rheinland-Pfalz,071435006291,07143291,Salzburg,Rennerod
Rheinland-Pfalz,071435006292,07143292,Seck,Rennerod
Rheinland-Pfalz,071435006295,07143295,Stein-Neukirch,Rennerod
Rheinland-Pfalz,071435006302,07143302,Waigandshain,Rennerod
Rheinland-Pfalz,071435006303,07143303,Waldmühlen,Rennerod
Rheinland-Pfalz,071435006309,07143309,Westernohe,Rennerod
Rheinland-Pfalz,071435006311,07143311,Willingen,Rennerod
Rheinland-Pfalz,071435006315,07143315,Zehnhausen bei Rennerod,Rennerod
