state,s_code,code,s_district,s_municipality
Bayern,094775438,,Verwaltungsgemeinschaft Kasendorf,Kasendorf
Bayern,094775438124,09477124,"Kasendorf, M",Kasendorf
Bayern,094775438164,09477164,"Wonsees, M",Kasendorf
Bayern,094775439,,Verwaltungsgemeinschaft Trebgast,Trebgast
Bayern,094775439119,09477119,Harsdorf,Trebgast
Bayern,094775439127,09477127,Ködnitz,Trebgast
Bayern,094775439158,09477158,Trebgast,Trebgast
Bayern,09478,,Lichtenfels,Lichtenfels
Bayern,094780111111,09478111,Altenkunstadt,Altenkunstadt
Bayern,094780116116,09478116,"Burgkunstadt, St",Burgkunstadt
Bayern,094780120120,09478120,"Ebensfeld, M",Ebensfeld
Bayern,094780139139,09478139,"Lichtenfels, St",Lichtenfels
Bayern,094780145145,09478145,Michelau i.OFr.,Michelau i.OFr.
Bayern,094780165165,09478165,"Bad Staffelstein, St",Bad Staffelstein
Bayern,094780176176,09478176,"Weismain, St",Weismain
Bayern,094785441,,Verwaltungsgemeinschaft Redwitz a.d.Rodach,Redwitz a.d.Rodach
Bayern,094785441143,09478143,"Marktgraitz, M",Redwitz a.d.Rodach
Bayern,094785441143,09478143,"Marktgraitz, M",Marktgraitz
Bayern,094785441155,09478155,Redwitz a.d.Rodach,Redwitz a.d.Rodach
Bayern,094785446,,Verwaltungsgemeinschaft Hochstadt-Marktzeuln,Marktzeuln
Bayern,094785446127,09478127,Hochstadt a.Main,Marktzeuln
Bayern,094785446127,09478127,Hochstadt a.Main,Hochstadt a.Main
Bayern,094785446144,09478144,"Marktzeuln, M",Marktzeuln
Bayern,09479,,Wunsiedel i.Fichtelgebirge,Wunsiedel
Bayern,094790112112,09479112,"Arzberg, St",Arzberg
Bayern,094790129129,09479129,"Kirchenlamitz, St",Kirchenlamitz
Bayern,094790135135,09479135,"Marktleuthen, St",Marktleuthen
Bayern,094790136136,09479136,"Marktredwitz, GKSt",Marktredwitz
Bayern,094790145145,09479145,Röslau,Röslau
Bayern,094790150150,09479150,"Schönwald, St",Schönwald
Bayern,094790152152,09479152,"Selb, GKSt",Selb
Bayern,094790166166,09479166,"Weißenstadt, St",Weißenstadt
Bayern,094790169169,09479169,"Wunsiedel, St",Wunsiedel
Bayern,094795442,,Verwaltungsgemeinschaft Thiersheim,Thiersheim
Bayern,094795442126,09479126,Höchstädt i.Fichtelgebirge,Thiersheim
Bayern,094795442158,09479158,"Thiersheim, M",Thiersheim
Bayern,094795442159,09479159,"Thierstein, M",Thiersheim
Bayern,094795443,,Verwaltungsgemeinschaft Schirnding,Schirnding
Bayern,094795443127,09479127,"Hohenberg a.d.Eger, St",Schirnding
Bayern,094795443127,09479127,"Hohenberg a.d.Eger, St",Hohenberg a.d.Eger
Bayern,094795443147,09479147,"Schirnding, M",Schirnding
Bayern,094795444,,Verwaltungsgemeinschaft Tröstau,Tröstau
Bayern,094795444111,09479111,Bad Alexandersbad,Tröstau
Bayern,094795444138,09479138,Nagel,Tröstau
Bayern,094795444161,09479161,Tröstau,Tröstau
Bayern,095,,Mittelfranken,Ansbach
Bayern,09561,,Ansbach,Ansbach
Bayern,095610000000,09561000,Ansbach,Ansbach
Bayern,09562,,Erlangen,Erlangen
Bayern,095620000000,09562000,Erlangen,Erlangen
Bayern,09563,,Fürth,Fürth
Bayern,095630000000,09563000,Fürth,Fürth
Bayern,09564,,Nürnberg,Nürnberg
Bayern,095640000000,09564000,Nürnberg,Nürnberg
Bayern,09565,,Schwabach,Schwabach
Bayern,095650000000,09565000,Schwabach,Schwabach
Bayern,09571,,Ansbach,Ansbach
Bayern,095710113113,09571113,"Arberg, M",Arberg
Bayern,095710114114,09571114,Aurach,Aurach
Bayern,095710115115,09571115,"Bechhofen, M",Bechhofen
Bayern,095710127127,09571127,Burgoberbach,Burgoberbach
Bayern,095710130130,09571130,"Colmberg, M",Colmberg
Bayern,095710135135,09571135,"Dietenhofen, M",Dietenhofen
Bayern,095710136136,09571136,"Dinkelsbühl, GKSt",Dinkelsbühl
Bayern,095710139139,09571139,"Dürrwangen, M",Dürrwangen
Bayern,095710145145,09571145,"Feuchtwangen, St",Feuchtwangen
Bayern,095710146146,09571146,"Flachslanden, M",Flachslanden
Bayern,095710165165,09571165,"Heilsbronn, St",Heilsbronn
Bayern,095710166166,09571166,"Herrieden, St",Herrieden
Bayern,095710170170,09571170,Langfurth,Langfurth
Bayern,095710171171,09571171,"Lehrberg, M",Lehrberg
Bayern,095710174174,09571174,"Leutershausen, St",Leutershausen
Bayern,095710175175,09571175,"Lichtenau, M",Lichtenau
Bayern,095710177177,09571177,"Merkendorf, St",Merkendorf
Bayern,095710180180,09571180,Neuendettelsau,Neuendettelsau
Bayern,095710183183,09571183,Oberdachstetten,Oberdachstetten
Bayern,095710190190,09571190,Petersaurach,Petersaurach
Bayern,095710193193,09571193,"Rothenburg ob der Tauber, GKSt",Rothenburg ob der Tauber
Bayern,095710196196,09571196,Sachsen b.Ansbach,Sachsen b.Ansbach
Bayern,095710199199,09571199,Schnelldorf,Schnelldorf
Bayern,095710200200,09571200,"Schopfloch, M",Schopfloch
Bayern,095710214214,09571214,"Wassertrüdingen, St",Wassertrüdingen
Bayern,095710226226,09571226,"Windsbach, St",Windsbach
Bayern,095715501,,Verwaltungsgemeinschaft Rothenburg ob der Tauber,Rothenburg ob der Tauber
Bayern,095715501111,09571111,Adelshofen,Rothenburg ob der Tauber
Bayern,095715501152,09571152,Gebsattel,Rothenburg ob der Tauber
Bayern,095715501155,09571155,Geslau,Rothenburg ob der Tauber
Bayern,095715501169,09571169,Insingen,Rothenburg ob der Tauber
Bayern,095715501181,09571181,Neusitz,Rothenburg ob der Tauber
Bayern,095715501188,09571188,Ohrenbach,Rothenburg ob der Tauber
Bayern,095715501205,09571205,Steinsfeld,Rothenburg ob der Tauber
Bayern,095715501225,09571225,Windelsbach,Rothenburg ob der Tauber
Bayern,095715502,,Verwaltungsgemeinschaft Schillingsfürst,Schillingsfürst
Bayern,095715502125,09571125,Buch a.Wald,Schillingsfürst
Bayern,095715502134,09571134,Diebach,Schillingsfürst
Bayern,095715502137,09571137,"Dombühl, M",Schillingsfürst
Bayern,095715502198,09571198,"Schillingsfürst, St",Schillingsfürst
Bayern,095715502222,09571222,Wettringen,Schillingsfürst
Bayern,095715502228,09571228,Wörnitz,Schillingsfürst
Bayern,095715502228,09571228,Wörnitz,Wörnitz
Bayern,095715504,,Verwaltungsgemeinschaft Weihenzell,Weihenzell
Bayern,095715504122,09571122,Bruckberg,Weihenzell
Bayern,095715504194,09571194,Rügland,Weihenzell
Bayern,095715504194,09571194,Rügland,Rügland
Bayern,095715504217,09571217,Weihenzell,Weihenzell
Bayern,095715506,,Verwaltungsgemeinschaft Triesdorf,Weidenbach
Bayern,095715506189,09571189,"Ornbau, St",Weidenbach
Bayern,095715506216,09571216,"Weidenbach, M",Weidenbach
Bayern,095715507,,Verwaltungsgemeinschaft Dentlein a.Forst,Dentlein a.Forst
Bayern,095715507128,09571128,Burk,Dentlein a.Forst
Bayern,095715507128,09571128,Burk,Burk
Bayern,095715507132,09571132,"Dentlein a.Forst, M",Dentlein a.Forst
Bayern,095715507223,09571223,Wieseth,Dentlein a.Forst
Bayern,095715507223,09571223,Wieseth,Wieseth
Bayern,095715508,,Verwaltungsgemeinschaft Wilburgstetten,Wilburgstetten
Bayern,095715508179,09571179,Mönchsroth,Wilburgstetten
Bayern,095715508179,09571179,Mönchsroth,Mönchsroth
Bayern,095715508218,09571218,"Weiltingen, M",Wilburgstetten
Bayern,095715508218,09571218,"Weiltingen, M",Weiltingen
Bayern,095715508224,09571224,Wilburgstetten,Wilburgstetten
Bayern,095715509,,Verwaltungsgemeinschaft Hesselberg,Ehingen
Bayern,095715509141,09571141,Ehingen,Ehingen
Bayern,095715509154,09571154,Gerolfingen,Ehingen
Bayern,095715509192,09571192,Röckingen,Ehingen
Bayern,095715509208,09571208,Unterschwaningen,Ehingen
Bayern,095715509227,09571227,Wittelshofen,Ehingen
Bayern,095715538,,Verwaltungsgemeinschaft Wolframs-Eschenbach,Wolframs-Eschenbach
Bayern,095715538178,09571178,Mitteleschenbach,Wolframs-Eschenbach
Bayern,095715538178,09571178,Mitteleschenbach,Mitteleschenbach
Bayern,095715538229,09571229,"Wolframs-Eschenbach, St",Wolframs-Eschenbach
Bayern,09572,,Erlangen-Höchstadt,Erlangen
Bayern,095720111111,09572111,Adelsdorf,Adelsdorf
Bayern,095720115115,09572115,"Baiersdorf, St",Baiersdorf
Bayern,095720119119,09572119,Bubenreuth,Bubenreuth
Bayern,095720121121,09572121,"Eckental, M",Eckental
Bayern,095720130130,09572130,Hemhofen,Hemhofen
Bayern,095720131131,09572131,"Heroldsberg, M",Heroldsberg
Bayern,095720132132,09572132,"Herzogenaurach, St",Herzogenaurach
Bayern,095720135135,09572135,"Höchstadt a.d.Aisch, St",Höchstadt a.d.Aisch
Bayern,095720137137,09572137,Kalchreuth,Kalchreuth
Bayern,095720142142,09572142,Möhrendorf,Möhrendorf
Bayern,095720149149,09572149,Röttenbach,Röttenbach
Bayern,095720160160,09572160,"Wachenroth, M",Wachenroth
Bayern,095720164164,09572164,"Weisendorf, M",Weisendorf
Bayern,095725510,,Verwaltungsgemeinschaft Höchstadt a.d.Aisch,Höchstadt a.d.Aisch
Bayern,095725510126,09572126,Gremsdorf,Höchstadt a.d.Aisch
Bayern,095725510139,09572139,"Lonnerstadt, M",Höchstadt a.d.Aisch
Bayern,095725510143,09572143,"Mühlhausen, M",Höchstadt a.d.Aisch
Bayern,095725510159,09572159,"Vestenbergsgreuth, M",Höchstadt a.d.Aisch
Bayern,095725512,,Verwaltungsgemeinschaft Aurachtal,Aurachtal
Bayern,095725512114,09572114,Aurachtal,Aurachtal
Bayern,095725512147,09572147,Oberreichenbach,Aurachtal
Bayern,095725514,,Verwaltungsgemeinschaft Uttenreuth,Uttenreuth
Bayern,095725514120,09572120,Buckenhof,Uttenreuth
Bayern,095725514141,09572141,Marloffstein,Uttenreuth
Bayern,095725514154,09572154,Spardorf,Uttenreuth
Bayern,095725514158,09572158,Uttenreuth,Uttenreuth
Bayern,095725539,,Verwaltungsgemeinschaft Heßdorf,Heßdorf
Bayern,095725539127,09572127,Großenseebach,Heßdorf
Bayern,095725539133,09572133,Heßdorf,Heßdorf
Bayern,09573,,Fürth,Zirndorf
Bayern,095730111111,09573111,"Ammerndorf, M",Ammerndorf
Bayern,095730114114,09573114,"Cadolzburg, M",Cadolzburg
Bayern,095730115115,09573115,Großhabersdorf,Großhabersdorf
Bayern,095730120120,09573120,"Langenzenn, St",Langenzenn
Bayern,095730122122,09573122,"Oberasbach, St",Oberasbach
Bayern,095730124124,09573124,Puschendorf,Puschendorf
Bayern,095730125125,09573125,"Roßtal, M",Roßtal
Bayern,095730127127,09573127,"Stein, St",Stein
Bayern,095730133133,09573133,"Wilhermsdorf, M",Wilhermsdorf
Bayern,095730134134,09573134,"Zirndorf, St",Zirndorf
Bayern,095735517,,Verwaltungsgemeinschaft Veitsbronn,Veitsbronn
Bayern,095735517126,09573126,Seukendorf,Veitsbronn
Bayern,095735517130,09573130,Veitsbronn,Veitsbronn
Bayern,095735540,,Verwaltungsgemeinschaft Obermichelbach-Tuchenbach,Obermichelbach
Bayern,095735540123,09573123,Obermichelbach,Obermichelbach
Bayern,095735540129,09573129,Tuchenbach,Obermichelbach
Bayern,09574,,Nürnberger Land,Lauf a.d.Pegnitz
Bayern,095740112112,09574112,"Altdorf b.Nürnberg, St",Altdorf b.Nürnberg
Bayern,095740117117,09574117,Burgthann,Burgthann
Bayern,095740123123,09574123,"Feucht, M",Feucht
Bayern,095740132132,09574132,"Hersbruck, St",Hersbruck
Bayern,095740135135,09574135,Kirchensittenbach,Kirchensittenbach
Bayern,095740138138,09574138,"Lauf a.d.Pegnitz, St",Lauf a.d.Pegnitz
Bayern,095740139139,09574139,Leinburg,Leinburg
Bayern,095740140140,09574140,"Neuhaus a.d.Pegnitz, M",Neuhaus a.d.Pegnitz
Bayern,095740141141,09574141,Neunkirchen a.Sand,Neunkirchen a.Sand
Bayern,095740146146,09574146,Ottensoos,Ottensoos
Bayern,095740147147,09574147,Pommelsbrunn,Pommelsbrunn
Bayern,095740150150,09574150,Reichenschwand,Reichenschwand
Bayern,095740152152,09574152,"Röthenbach a.d.Pegnitz, St",Röthenbach a.d.Pegnitz
Bayern,095740154154,09574154,Rückersdorf,Rückersdorf
Bayern,095740155155,09574155,"Schnaittach, M",Schnaittach
Bayern,095740156156,09574156,Schwaig b.Nürnberg,Schwaig b.Nürnberg
Bayern,095740157157,09574157,Schwarzenbruck,Schwarzenbruck
Bayern,095740158158,09574158,Simmelsdorf,Simmelsdorf
Bayern,095740164164,09574164,Winkelhaid,Winkelhaid
Bayern,095745527,,Verwaltungsgemeinschaft Velden,Velden
Bayern,095745527129,09574129,Hartenstein,Velden
Bayern,095745527160,09574160,"Velden, St",Velden
Bayern,095745527161,09574161,Vorra,Velden
Bayern,095745528,,Verwaltungsgemeinschaft Happurg,Happurg
Bayern,095745528111,09574111,Alfeld,Happurg
Bayern,095745528128,09574128,Happurg,Happurg
Bayern,095745529,,Verwaltungsgemeinschaft Henfenfeld,Henfenfeld
Bayern,095745529120,09574120,Engelthal,Henfenfeld
Bayern,095745529131,09574131,Henfenfeld,Henfenfeld
Bayern,095745529145,09574145,Offenhausen,Henfenfeld
Bayern,09575,,Neustadt a.d.Aisch-Bad Windsheim,Neustadt a.d.Aisch
Bayern,095750112112,09575112,"Bad Windsheim, St",Bad Windsheim
Bayern,095750116116,09575116,"Burghaslach, M",Burghaslach
Bayern,095750119119,09575119,Dietersheim,Dietersheim
Bayern,095750121121,09575121,"Emskirchen, M",Emskirchen
Bayern,095750135135,09575135,"Ipsheim, M",Ipsheim
Bayern,095750145145,09575145,"Markt Erlbach, M",Markt Erlbach
Bayern,095750153153,09575153,"Neustadt a.d.Aisch, St",Neustadt a.d.Aisch
Bayern,095750156156,09575156,"Obernzenn, M",Obernzenn
Bayern,095755518,,Verwaltungsgemeinschaft Scheinfeld,Scheinfeld
Bayern,095755518138,09575138,Langenfeld,Scheinfeld
Bayern,095755518144,09575144,"Markt Bibart, M",Scheinfeld
Bayern,095755518147,09575147,"Markt Taschendorf, M",Scheinfeld
Bayern,095755518157,09575157,"Oberscheinfeld, M",Scheinfeld
Bayern,095755518161,09575161,"Scheinfeld, St",Scheinfeld
Bayern,095755518165,09575165,"Sugenheim, M",Scheinfeld
Bayern,095755519,,Verwaltungsgemeinschaft Uffenheim,Uffenheim
Bayern,095755519122,09575122,Ergersheim,Uffenheim
Bayern,095755519127,09575127,Gollhofen,Uffenheim
Bayern,095755519130,09575130,Hemmersheim,Uffenheim
Bayern,095755519134,09575134,"Ippesheim, M",Uffenheim
Bayern,095755519134,09575134,"Ippesheim, M",Uffenheim
Bayern,095755519146,09575146,"Markt Nordheim, M",Uffenheim
Bayern,095755519155,09575155,Oberickelsheim,Uffenheim
Bayern,095755519163,09575163,Simmershofen,Uffenheim
Bayern,095755519168,09575168,"Uffenheim, St",Uffenheim
Bayern,095755519179,09575179,Weigenheim,Uffenheim
Bayern,095755520,,Verwaltungsgemeinschaft Hagenbüchach-Wilhelmsdorf,Wilhelmsdorf
Bayern,095755520129,09575129,Hagenbüchach,Wilhelmsdorf
Bayern,095755520181,09575181,Wilhelmsdorf,Wilhelmsdorf
Bayern,095755521,,Verwaltungsgemeinschaft Diespeck,Diespeck
Bayern,095755521113,09575113,"Baudenbach, M",Diespeck
Bayern,095755521118,09575118,Diespeck,Diespeck
Bayern,095755521128,09575128,Gutenstetten,Diespeck
Bayern,095755521150,09575150,Münchsteinach,Diespeck
Bayern,095755522,,Verwaltungsgemeinschaft Uehlfeld,Uehlfeld
Bayern,095755522117,09575117,"Dachsbach, M",Uehlfeld
Bayern,095755522125,09575125,Gerhardshofen,Uehlfeld
Bayern,095755522167,09575167,"Uehlfeld, M",Uehlfeld
Bayern,095755524,,Verwaltungsgemeinschaft Burgbernheim,Burgbernheim
Bayern,095755524115,09575115,"Burgbernheim, St",Burgbernheim
Bayern,095755524124,09575124,Gallmersgarten,Burgbernheim
Bayern,095755524133,09575133,Illesheim,Burgbernheim
Bayern,095755524143,09575143,"Marktbergel, M",Burgbernheim
Bayern,095755525,,Verwaltungsgemeinschaft Neuhof a.d.Zenn,Neuhof a.d.Zenn
Bayern,095755525152,09575152,"Neuhof a.d.Zenn, M",Neuhof a.d.Zenn
Bayern,095755525166,09575166,Trautskirchen,Neuhof a.d.Zenn
Bayern,09576,,Roth,Roth
Bayern,095760111111,09576111,"Abenberg, St",Abenberg
Bayern,095760113113,09576113,"Allersberg, M",Allersberg
Bayern,095760117117,09576117,Büchenbach,Büchenbach
Bayern,095760121121,09576121,Georgensgmünd,Georgensgmünd
Bayern,095760122122,09576122,"Greding, St",Greding
Bayern,095760126126,09576126,"Heideck, St",Heideck
Bayern,095760127127,09576127,"Hilpoltstein, St",Hilpoltstein
Bayern,095760128128,09576128,Kammerstein,Kammerstein
Bayern,095760132132,09576132,"Schwanstetten, M",Schwanstetten
Bayern,095760137137,09576137,Rednitzhembach,Rednitzhembach
Bayern,095760141141,09576141,Röttenbach,Röttenbach
Bayern,095760142142,09576142,Rohr,Rohr
Bayern,095760143143,09576143,"Roth, St",Roth
Bayern,095760147147,09576147,"Spalt, St",Spalt
Bayern,095760148148,09576148,"Thalmässing, M",Thalmässing
Bayern,095760151151,09576151,"Wendelstein, M",Wendelstein
Bayern,09577,,Weißenburg-Gunzenhausen,Weißenburg i.Bay.
Bayern,095770114114,09577114,Muhr a.See,Muhr a.See
Bayern,095770136136,09577136,"Gunzenhausen, St",Gunzenhausen
Bayern,095770148148,09577148,Langenaltheim,Langenaltheim
Bayern,095770158158,09577158,"Pappenheim, St",Pappenheim
Bayern,095770161161,09577161,"Pleinfeld, M",Pleinfeld
Bayern,095770162162,09577162,Polsingen,Polsingen
Bayern,095770168168,09577168,Solnhofen,Solnhofen
Bayern,095770173173,09577173,"Treuchtlingen, St",Treuchtlingen
Bayern,095770177177,09577177,"Weißenburg i.Bay., GKSt",Weißenburg i.Bay.
Bayern,095775532,,Verwaltungsgemeinschaft Gunzenhausen,Gunzenhausen
Bayern,095775532111,09577111,"Absberg, M",Gunzenhausen
Bayern,095775532111,09577111,"Absberg, M",Gunzenhausen
Bayern,095775532138,09577138,Haundorf,Gunzenhausen
Bayern,095775532138,09577138,Haundorf,Gunzenhausen
Bayern,095775532159,09577159,Pfofeld,Gunzenhausen
Bayern,095775532159,09577159,Pfofeld,Gunzenhausen
Bayern,095775532172,09577172,Theilenhofen,Gunzenhausen
Bayern,095775532172,09577172,Theilenhofen,Gunzenhausen
Bayern,095775533,,Verwaltungsgemeinschaft Altmühltal,Meinheim
Bayern,095775533113,09577113,Alesheim,Meinheim
Bayern,095775533122,09577122,Dittenheim,Meinheim
Bayern,095775533149,09577149,"Markt Berolzheim, M",Meinheim
Bayern,095775533150,09577150,Meinheim,Meinheim
Bayern,095775534,,Verwaltungsgemeinschaft Ellingen,Ellingen
Bayern,095775534125,09577125,"Ellingen, St",Ellingen
Bayern,095775534127,09577127,Ettenstatt,Ellingen
Bayern,095775534141,09577141,Höttingen,Ellingen
Bayern,095775535,,Verwaltungsgemeinschaft Nennslingen,Nennslingen
Bayern,095775535115,09577115,Bergen,Nennslingen
Bayern,095775535120,09577120,Burgsalach,Nennslingen
Bayern,095775535151,09577151,"Nennslingen, M",Nennslingen
Bayern,095775535163,09577163,Raitenbuch,Nennslingen
Bayern,095775536,,Verwaltungsgemeinschaft Hahnenkamm,Heidenheim
Bayern,095775536133,09577133,"Gnotzheim, M",Heidenheim
Bayern,095775536140,09577140,"Heidenheim, M",Heidenheim
Bayern,095775536179,09577179,Westheim,Heidenheim
Bayern,096,,Unterfranken,Würzburg
Bayern,09661,,Aschaffenburg,Aschaffenburg
Bayern,096610000000,09661000,Aschaffenburg,Aschaffenburg
Bayern,09662,,Schweinfurt,Schweinfurt
Bayern,096620000000,09662000,Schweinfurt,Schweinfurt
Bayern,09663,,Würzburg,Würzburg
Bayern,096630000000,09663000,Würzburg,Würzburg
Bayern,09671,,Aschaffenburg,Aschaffenburg
Bayern,096710111111,09671111,"Alzenau, St",Alzenau
Bayern,096710112112,09671112,Bessenbach,Bessenbach
Bayern,096710114114,09671114,Karlstein a.Main,Karlstein a.Main
Bayern,096710119119,09671119,Geiselbach,Geiselbach
Bayern,096710120120,09671120,Glattbach,Glattbach
Bayern,096710121121,09671121,"Goldbach, M",Goldbach
Bayern,096710122122,09671122,"Großostheim, M",Großostheim
Bayern,096710124124,09671124,Haibach,Haibach
Bayern,096710130130,09671130,"Hösbach, M",Hösbach
Bayern,096710133133,09671133,Johannesberg,Johannesberg
Bayern,096710134134,09671134,Kahl a.Main,Kahl a.Main
Bayern,096710136136,09671136,Kleinostheim,Kleinostheim
Bayern,096710139139,09671139,Laufach,Laufach
Bayern,096710140140,09671140,Mainaschaff,Mainaschaff
Bayern,096710143143,09671143,"Mömbris, M",Mömbris
Bayern,096710148148,09671148,Rothenbuch,Rothenbuch
Bayern,096710150150,09671150,Sailauf,Sailauf
Bayern,096710155155,09671155,"Stockstadt a.Main, M",Stockstadt a.Main
Bayern,096710156156,09671156,Waldaschaff,Waldaschaff
Bayern,096710157157,09671157,Weibersbrunn,Weibersbrunn
Bayern,096715602,,Verwaltungsgemeinschaft Heigenbrücken,Heigenbrücken
Bayern,096715602126,09671126,Heigenbrücken,Heigenbrücken
Bayern,096715602128,09671128,Heinrichsthal,Heigenbrücken
Bayern,096715603,,Verwaltungsgemeinschaft Mespelbrunn,Heimbuchenthal
Bayern,096715603127,09671127,Heimbuchenthal,Heimbuchenthal
Bayern,096715603141,09671141,Mespelbrunn,Heimbuchenthal
Bayern,096715603160,09671160,Dammbach,Heimbuchenthal
Bayern,096715604,,Verwaltungsgemeinschaft Schöllkrippen,Schöllkrippen
Bayern,096715604113,09671113,Blankenbach,Schöllkrippen
Bayern,096715604135,09671135,Kleinkahl,Schöllkrippen
Bayern,096715604138,09671138,Krombach,Schöllkrippen
Bayern,096715604152,09671152,"Schöllkrippen, M",Schöllkrippen
Bayern,096715604153,09671153,Sommerkahl,Schöllkrippen
Bayern,096715604159,09671159,Westerngrund,Schöllkrippen
Bayern,096715604162,09671162,Wiesen,Schöllkrippen
Bayern,09672,,Bad Kissingen,Bad Kissingen
Bayern,096720112112,09672112,"Bad Bocklet, M",Bad Bocklet
Bayern,096720113113,09672113,"Bad Brückenau, St",Bad Brückenau
Bayern,096720114114,09672114,"Bad Kissingen, GKSt",Bad Kissingen
Bayern,096720117117,09672117,"Burkardroth, M",Burkardroth
Bayern,096720127127,09672127,"Hammelburg, St",Hammelburg
Bayern,096720134134,09672134,Motten,Motten
Bayern,096720135135,09672135,"Münnerstadt, St",Münnerstadt
Bayern,096720136136,09672136,Nüdlingen,Nüdlingen
Bayern,096720139139,09672139,"Oberthulba, M",Oberthulba
Bayern,096720140140,09672140,Oerlenbach,Oerlenbach
Bayern,096720161161,09672161,Wartmannsroth,Wartmannsroth
Bayern,096720163163,09672163,"Wildflecken, M",Wildflecken
Bayern,096720166166,09672166,"Zeitlofs, M",Zeitlofs
Bayern,096725606,,Verwaltungsgemeinschaft Bad Brückenau,Bad Brückenau
Bayern,096725606126,09672126,"Geroda, M",Bad Brückenau
Bayern,096725606138,09672138,Oberleichtersbach,Bad Brückenau
Bayern,096725606145,09672145,Riedenberg,Bad Brückenau
Bayern,096725606149,09672149,"Schondra, M",Bad Brückenau
Bayern,096725607,,Verwaltungsgemeinschaft Elfershausen,Elfershausen
Bayern,096725607121,09672121,"Elfershausen, M",Elfershausen
Bayern,096725607124,09672124,Fuchsstadt,Elfershausen
Bayern,096725608,,Verwaltungsgemeinschaft Euerdorf,Euerdorf
Bayern,096725608111,09672111,Aura a.d.Saale,Euerdorf
Bayern,096725608122,09672122,"Euerdorf, M",Euerdorf
Bayern,096725608142,09672142,Ramsthal,Euerdorf
Bayern,096725608155,09672155,"Sulzthal, M",Euerdorf
Bayern,096725609,,Verwaltungsgemeinschaft Maßbach,Maßbach
Bayern,096725609131,09672131,"Maßbach, M",Maßbach
Bayern,096725609143,09672143,Rannungen,Maßbach
Bayern,096725609157,09672157,Thundorf i.UFr.,Maßbach
Bayern,096725609157,09672157,Thundorf i.UFr.,Maßbach
Bayern,09673,,Rhön-Grabfeld,Bad Neustadt a.d.Saale
Bayern,096730114114,09673114,"Bad Neustadt a.d.Saale, St",Bad Neustadt a.d.Saale
Bayern,096730117117,09673117,"Bischofsheim i.d.Rhön, St",Bischofsheim i.d.Rhön
Bayern,096730141141,09673141,"Bad Königshofen i.Grabfeld, St",Bad Königshofen i.Grabfeld
Bayern,096730149149,09673149,"Oberelsbach, M",Oberelsbach
Bayern,096730162162,09673162,Sandberg,Sandberg
Bayern,096735633,,Verwaltungsgemeinschaft Mellrichstadt,Mellrichstadt
Bayern,096735633116,09673116,Bastheim,Mellrichstadt
Bayern,096735633116,09673116,Bastheim,Bastheim
Bayern,096735633130,09673130,Hendungen,Mellrichstadt
Bayern,096735633142,09673142,"Mellrichstadt, St",Mellrichstadt
Bayern,096735633151,09673151,Oberstreu,Mellrichstadt
Bayern,096735633170,09673170,Stockheim,Mellrichstadt
Bayern,096735634,,Verwaltungsgemeinschaft Bad Königshofen i.Grabfeld,Bad Königshofen i.Grabfeld
Bayern,096735634113,09673113,Aubstadt,Bad Königshofen i.Grabfeld
Bayern,096735634126,09673126,Großbardorf,Bad Königshofen i.Grabfeld
Bayern,096735634131,09673131,Herbstadt,Bad Königshofen i.Grabfeld
Bayern,096735634134,09673134,Höchheim,Bad Königshofen i.Grabfeld
Bayern,096735634172,09673172,Sulzdorf a.d.Lederhecke,Bad Königshofen i.Grabfeld
Bayern,096735634173,09673173,Sulzfeld,Bad Königshofen i.Grabfeld
Bayern,096735634174,09673174,"Trappstadt, M",Bad Königshofen i.Grabfeld
Bayern,096735635,,Verwaltungsgemeinschaft Bad Neustadt a.d.Saale,Bad Neustadt a.d.Saale
Bayern,096735635135,09673135,Hohenroth,Bad Neustadt a.d.Saale
Bayern,096735635135,09673135,Hohenroth,Hohenroth
Bayern,096735635146,09673146,Niederlauer,Bad Neustadt a.d.Saale
Bayern,096735635146,09673146,Niederlauer,Bad Neustadt a.d.Saale
Bayern,096735635156,09673156,Rödelmaier,Bad Neustadt a.d.Saale
Bayern,096735635156,09673156,Rödelmaier,Bad Neustadt a.d.Saale
Bayern,096735635161,09673161,Salz,Bad Neustadt a.d.Saale
Bayern,096735635161,09673161,Salz,Bad Neustadt a.d.Saale
Bayern,096735635163,09673163,Schönau a.d.Brend,Bad Neustadt a.d.Saale
Bayern,096735635163,09673163,Schönau a.d.Brend,Bad Neustadt a. d. Saale
Bayern,096735635171,09673171,Strahlungen,Bad Neustadt a.d.Saale
Bayern,096735635171,09673171,Strahlungen,Bad Neustadt a.d.Saale
Bayern,096735635186,09673186,Burglauer,Bad Neustadt a.d.Saale
Bayern,096735635186,09673186,Burglauer,Burglauer
Bayern,096735637,,Verwaltungsgemeinschaft Fladungen,Fladungen
Bayern,096735637123,09673123,"Fladungen, St",Fladungen
Bayern,096735637129,09673129,Hausen,Fladungen
Bayern,096735637129,09673129,Hausen,Hausen
Bayern,096735637147,09673147,Nordheim v.d.Rhön,Fladungen
Bayern,096735637147,09673147,Nordheim v.d.Rhön,Fladungen
Bayern,096735638,,Verwaltungsgemeinschaft Heustreu,Heustreu
Bayern,096735638133,09673133,Heustreu,Heustreu
Bayern,096735638136,09673136,Hollstadt,Heustreu
Bayern,096735638175,09673175,Unsleben,Heustreu
Bayern,096735638183,09673183,Wollbach,Heustreu
